x,y
622,527
548,557
632,549
613,576
555,571
614,576
557,571
557,572
615,579
616,580
620,584
845,1071
618,584
618,583
845,1062
618,584
606,487
607,489
606,581
543,532
573,506
571,506
574,521
546,519
542,519
542,526
535,525
619,543
628,560
607,526
605,521
528,504
604,514
597,499
625,557
588,488
624,553
582,514
579,504
569,512
569,510
567,523
575,528
572,534
567,530
566,533
565,538
564,540
560,541
555,544
554,547
554,548
559,555
561,561
565,568
564,573
567,583
567,591
565,598
573,615
565,621
570,636
569,643
564,655
562,668
563,680
556,693
558,706
569,712
579,719
586,729
591,737
605,743
610,749
621,758
630,766
635,774
648,784
657,791
665,798
677,806
697,811
707,813
720,816
734,818
751,816
764,815
777,818
797,824
812,831
823,835
837,840
850,845
888,860
896,865
882,849
894,852
904,851
915,851
963,881
980,884
880,821
959,874
964,876
966,879
911,837
1020,924
987,904
1030,939
1028,945
1007,933
989,916
999,928
1009,938
1019,948
1028,959
1029,966
1012,967
1011,974
1025,987
1004,992
1005,998
1010,1007
1008,1006
1001,1002
997,1010
992,1012
990,1012
1081,987
1095,995
1079,982
1035,952
1105,999
987,1042
986,1042
985,1042
984,1042
984,1042
985,1049
982,1034
984,1041
985,1041
984,1044
855,1064
984,1042
984,1043
983,1040
985,1050
845,1060
980,1039
980,1037
983,1041
985,1047
845,1070
983,1043
983,1044
980,1038
850,1086
1162,968
845,1061
845,1061
845,1071
844,1072
844,1061
845,1071
846,1062
850,1086
843,1074
845,1062
849,1085
845,1069
846,1067
849,1086
848,1078
845,1061
849,1076
849,1075
844,1075
849,1087
984,597
983,598
846,1064
855,1052
846,1062
843,1075
855,1053
850,1086
844,1065
847,1057
845,1061
850,1065
844,1061
828,1159
849,1086
845,1069
845,1071
835,1085
836,1086
846,1061
849,1078
850,1085
850,1084
843,1062
851,1076
483,421
487,424
543,485
493,423
506,435
496,415
498,415
503,415
520,433
523,432
516,417
531,430
544,438
550,441
580,468
583,478
561,461
575,490
582,505
582,510
563,495
564,498
566,510
566,519
561,523
564,544
561,549
560,565
559,569
564,593
565,601
570,622
567,630
571,644
578,662
583,680
590,695
604,714
620,728
630,737
640,746
655,752
668,760
961,628
705,779
728,789
748,796
770,803
785,806
806,811
819,813
840,818
852,820
872,827
888,833
902,839
913,844
925,849
968,882
951,866
962,872
969,875
979,883
982,888
989,898
994,904
999,912
1004,920
995,919
997,929
1000,945
1004,956
1013,967
1004,976
1007,988
1004,998
1077,969
1072,965
1077,971
1087,981
1099,993
984,621
988,623
992,629
997,631
994,637
997,642
1081,984
992,652
993,663
982,664
977,666
1013,692
930,648
1006,697
1004,699
1004,701
1004,704
1002,705
1001,706
1001,708
1001,710
995,699
997,706
1010,731
887,666
886,669
1011,736
1002,724
1002,723
1002,726
998,718
994,708
995,714
996,719
953,675
954,671
953,671
952,671
949,670
